"","subtype","tip1.label","tip2.label","tip1.len","tip2.len","total.length"
"394","A1","HM215350","JX877522",0.025541085,0.041832132,0.067373217
"395","A1","EU852950","EU852958",0.020333343,0.03156118,0.051894523
"396","A1","AF457084","AF407157",0.063686258,0.041271545,0.104957803
"397","A1","KT022365","FJ866118",0.052593552,0.062038438,0.11463199
"398","A1","AF457086","KT022367",0.058519717,0.052172262,0.110691979
"399","A1","KU921732","FJ623488",0.062363014,0.084602801,0.146965815
"400","A1","KU921788","FJ623487",0.071332649,0.048804857,0.120137506
"401","A1","AF069671","EU110087",0.044932027,0.035869457,0.080801484
"402","A1","FJ623475","KT022368",0.053625658,0.06342011,0.117045768
"403","A1","FJ623486","AF457069",0.051627011,0.049067917,0.100694928
"404","A1","KT022372","KT022370",0.054756839,0.047510143,0.102266982
"405","A1","KY658694","KU921712",0.078265005,0.08925707,0.167522075
"406","A1","MF373182","AF219261",0.133735212,0.018006908,0.15174212
"407","A1","EU110092","KT022382",0.065059805,0.064857689,0.129917494
"408","B","AY669719","FJ469695",0.032923412,0.038058898,0.07098231
"409","B","KX156520","KX156518",0,0,0
"410","B","KX156524","KX156515",0.001955131,0.001953338,0.003908469
"411","B","KX156372","KX156521",0.014293195,0.012871252,0.027164447
"412","B","KX129488","KX129580",0.051147347,0.053794544,0.104941891
"413","B","KJ849784","KJ849818",0.041542819,0.059726688,0.101269507
"414","B","HM234486","HQ216861",0.036954638,0.060468146,0.097422784
"415","B","KC248004","KC247957",0.000913971,0.001035348,0.001949319
"416","B","KU143172","JF506165",0,0,0
"417","B","KX129460","KX129444",0.014598988,0.022075231,0.036674219
"418","B","KY778615","KY778593",0.002611382,0.006221874,0.008833256
"419","B","KM353846","KY778611",0.001955179,0.001950663,0.003905842
"420","B","JF680923","AJ535616",0.047452997,0.035252694,0.082705691
"421","B","KU143074","JF506098",0,0,0
"422","B","JF506164","KU143212",0.001465256,0.003421871,0.004887127
"423","B","KC247955","KC248002",0.002699155,0.002255301,0.004954456
"424","B","KC248012","FJ388955",0.063044986,0.061245666,0.124290652
"425","B","KX518154","FJ861857",0.07344805,0.052210365,0.125658415
"426","B","KM354585","KT124784",0.022523156,0.037433432,0.059956588
"427","B","GU362885","KT276264",0.021209851,0.029840378,0.051050229
"428","B","KU143163","KU143205",0.018263709,0.017596145,0.035859854
"429","B","JN692444","JN692446",0.012163134,0.007927555,0.020090689
"430","B","KC247987","KT124783",0.079087476,0.05079585,0.129883326
"431","B","KT427688","HM204640",0.090671562,0.03297071,0.123642272
"432","B","HQ908219","GU330731",0.07922313,0.069096803,0.148319933
"433","B","KT124785","KX587074",0.065902773,0.079805523,0.145708296
"434","B","KT124748","FJ469686",5e-09,0.005867842,0.005867847
"435","B","EF154740","KJ849790",0.061412772,0.069298397,0.130711169
"436","B","JN692447","JF320059",0.061492903,0.085672126,0.147165029
"437","B","EU839597","KX181891",0.057449268,0.072598557,0.130047825
"438","B","AB731667","AB289589",0.031667224,0.014524369,0.046191593
"439","B","HQ386192","DQ313250",0.038872948,0.023247734,0.062120682
"440","B","FJ388935","EU668972",0,0,0
"441","B","KU143100","JF506122",0,0,0
"442","B","EF514702","JQ610053",0.066790638,0.066143072,0.13293371
"443","B","JF506099","JF506095",0,0,0
"444","B","JF689897","KY658693",0.056386497,0.063950643,0.12033714
"445","B","KM259100","KT200348",0.064986149,0.068923697,0.133909846
"446","B","EF154735","KX129297",0.048706556,0.070699666,0.119406222
"447","B","HM368224","HM368226",0.002938638,0.000962913,0.003901551
"448","B","KF725986","EF593224",0.072329635,0.067974045,0.14030368
"449","B","KY658690","EF637046",0.066036864,0.066301617,0.132338481
"450","B","KX792706","KX792688",0.001006036,0.00400223,0.005008266
"451","B","HM769943","JF506115",0.078713892,0.041989903,0.120703795
"452","B","KU143132","JF506140",0,0,0
"453","B","KT427654","JF320387",0.078347865,0.081683018,0.160030883
"454","B","KX792677","KX792657",0.011948731,0.016486734,0.028435465
"455","B","HQ216915","KX505707",0.063574399,0.052383464,0.115957863
"456","B","MF373204","MF373203",0.028400124,0.019971393,0.048371517
"457","B","FJ469682","FJ469724",0.015226991,0.017458341,0.032685332
"458","B","JF910219","EU839604",0.074120607,0.082315729,0.156436336
"459","B","JF506132","KU143137",0,0,0
"460","B","JN248345","JN248344",0.006956088,0.008948859,0.015904947
"461","B","HM234488","HM234468",5e-09,0.000972947,0.000972952
"462","B","KM259061","AF025755",0.043841268,0.03527816,0.079119428
"463","B","JQ403064","HQ217541",0.056761366,0.054370415,0.111131781
"464","B","KX587448","JQ403098",0.057585004,0.060391474,0.117976478
"465","B","KT200352","U16776",0.071795538,0.068725827,0.140521365
"466","B","AJ418495","KY658686",0.044994262,0.050993701,0.095987963
"467","B","KR868834","AY835436",0.070866816,0.041856177,0.112722993
"468","B","EF593222","HQ595774",0.051270094,0.057679394,0.108949488
"469","B","KX156574","KX156573",0.000980977,0.0019433,0.002924277
"470","B","KX156580","KX156575",0,0,0
"471","B","KX156577","KX156578",0.000973096,0.001947168,0.002920264
"472","B","KX156571","KX156549",0.006902527,0.006904733,0.01380726
"473","B","KX156572","KX156569",0.004159075,0.007671992,0.011831067
"474","B","KX156557","KX156559",0.002935031,0.007911689,0.01084672
"475","B","KX156563","KX156564",0,0,0
"476","B","KX156379","KX156380",0.003890586,0.014791807,0.018682393
"477","B","KX156550","KX156570",0.00390761,0.001946426,0.005854036
"478","B","KX156568","KX156386",0.005799756,0.001952323,0.007752079
"479","B","KX156551","KX156558",0.003853827,5e-09,0.003853832
"480","B","KX156377","KX156376",0.004592123,0.004221539,0.008813662
"481","B","KX156381","KX156382",0.006887883,0.008960431,0.015848314
"482","B","JQ403104","FJ469713",0.017760364,0.023031723,0.040792087
"483","B","KT427749","KT427753",0.018458299,0.016549432,0.035007731
"484","B","JF320160","AB287364",0.069056707,0.051829945,0.120886652
"485","B","DQ297022","KC699013",0.037846738,0.049562188,0.087408926
"486","B","KP411827","MF373149",0.028381375,0.004097602,0.032478977
"487","B","EF593293","KM355085",0.058205269,0.08693944,0.145144709
"488","B","EU023922","EU786674",0.031945107,0.064981249,0.096926356
"489","B","HM586210","FJ147091",0.078347067,0.061936522,0.140283589
"490","B","HQ238279","GU330622",0.000973184,5e-09,0.000973189
"491","B","GU733713","JF320043",0.058994756,0.062409739,0.121404495
"492","B","EU577479","EF593286",0.001992882,5e-09,0.001992887
"493","B","DQ869022","KY968402",0.0516228,0.05276852,0.10439132
"494","B","GU331722","JN687762",0.033449684,0.060797867,0.094247551
"495","B","JF320011","GU330499",0.007751035,0.014211209,0.021962244
"496","B","JX863967","JQ403068",0.058686162,0.053538957,0.112225119
"497","B","HM771412","DQ296692",0.049464739,0.046220185,0.095684924
"498","B","JF689886","KX587201",0.067904486,0.073841039,0.141745525
"499","B","KX027965","FJ469707",0.060675013,0.044505133,0.105180146
"500","B","HQ236609","FJ817367",0.10833417,0.056144747,0.164478917
"501","B","GU331748","AY223743",0.006713835,0.009189676,0.015903511
"502","B","U16774","AJ417429",0.050063088,0.06132243,0.111385518
"503","B","KX129280","KP171448",0.035192813,0.036158657,0.07135147
"504","B","FJ653332","JF689854",0.04329601,0.050942817,0.094238827
"505","B","FJ469738","KC699012",0.026996973,0.041611517,0.06860849
"506","B","EF593303","AY669727",0.050994949,0.029600444,0.080595393
"507","B","M21138","M17450",0.02226052,0.030677484,0.052938004
"508","B","AY669737","AF128126",0.01702259,0.039244964,0.056267554
"509","B","EU744055","KC699005",0.036428781,0.030779705,0.067208486
"510","B","AF042101","KX129504",0.031677073,0.047843503,0.079520576
"511","B","AY669711","AF391553",0.033696858,0.048811576,0.082508434
"512","B","EF593282","AF069139",0.033868811,0.036379341,0.070248152
"513","B","FJ861923","EF514711",0.031498423,0.033919438,0.065417861
"514","B","HQ595798","FJ469737",0.060869685,0.044861039,0.105730724
"515","B","AF041133","AJ418521",0.024436313,0.035851197,0.06028751
"516","B","JX960598","DQ487188",0.071515339,0.031073269,0.102588608
"517","B","JX863965","JF506170",0.042190224,0.056498836,0.09868906
"518","B","EF593314","DQ487190",0.042584484,0.031747258,0.074331742
"519","B","JF506162","KU143080",0,0,0
"520","B","KY324640","EF593209",0.094278632,0.042594633,0.136873265
"521","B","HM234444","KX129403",0.036829415,0.047028428,0.083857843
"522","B","KX156483","KX156482",0.005754604,0.010928632,0.016683236
"523","B","FJ152548","EF593269",0.049300058,0.0409829,0.090282958
"524","B","GU204941","JQ251105",0.019872295,0.050213056,0.070085351
"525","B","JX863994","HM204628",0.058124706,0.065979912,0.124104618
"526","B","KC595183","KC595201",0.015750295,0.012735719,0.028486014
"527","B","KC595152","KC595162",0.024751081,0.020421623,0.045172704
"528","B","KC595175","KC595177",0.014029699,0.022601961,0.03663166
"529","B","KC595168","KC595158",0.03865981,0.046456495,0.085116305
"530","B","KC595160","FJ388912",0.020135334,0.078357057,0.098492391
"531","B","KP171352","JF910184",0.036311697,0.029569797,0.065881494
"532","B","AF041128","JF706370",0.042300986,0.029741366,0.072042352
"533","B","L78831","HM234482",0.038865692,0.040860704,0.079726396
"534","B","AJ277821","EU743973",0.047930318,0.026162367,0.074092685
"535","B","KJ704790","GU204922",0.001908758,0.029580833,0.031489591
"536","B","KC595156","DQ410069",0.000979837,0.007904253,0.00888409
"537","B","KJ704794","KJ704795",0.000976045,0.003919611,0.004895656
"538","B","EU744014","AY247218",0.01687756,0.014333877,0.031211437
"539","B","M38430","EU744146",0.02061245,0.018305203,0.038917653
"540","B","JF689859","KX129174",0.019509158,0.035954911,0.055464069
"541","B","JN024450","JN024339",0.000968258,5e-09,0.000968263
"542","B","KY778402","KY778404",0,0,0
"543","B","KY778394","KY778392",0,0,0
"544","B","KY778406","KY778409",0,0,0
"545","B","KY778398","KY778403",0,0,0
"546","B","KY778418","KY778396",0,0,0
"547","B","KY778401","KY778407",0,0,0
"548","B","KY778437","KY778395",0,0,0
"549","B","KY778436","KY778424",0,0,0
"550","B","KY778425","KY778411",0,0,0
"551","B","KY778388","KY778400",0,0,0
"552","B","KY778391","KY778389",0,0,0
"553","B","KY778415","KY778399",0,0,0
"554","B","AF042102","AF042103",0.056630047,0.030560124,0.087190171
"555","B","DQ313253","EF593233",0.036261702,0.033301851,0.069563553
"556","B","KX129406","KC699011",0.04866694,0.035454681,0.084121621
"557","B","GU455425","HQ595770",0.021335527,0.043872618,0.065208145
"558","B","KX129189","KX129331",0.023053564,0.028002777,0.051056341
"559","B","AY835757","AF025758",0.037527443,0.018772132,0.056299575
"560","B","AF042100","AF025763",0.044031468,0.020471019,0.064502487
"561","B","EU744097","AF025761",0.021237242,0.02476349,0.046000732
"562","B","KX129261","AY835779",0.030036756,0.025734026,0.055770782
"563","B","AF003887","U69584",0.028236826,0.016422235,0.044659061
"564","B","AY247225","KJ704788",0.003855337,0.00701703,0.010872367
"565","B","U16764","JF689893",0.037672317,0.036018677,0.073690994
"566","B","KX129207","AY173952",0.024303263,0.034819841,0.059123104
"567","B","KJ704789","KJ704792",0.007867752,0.009396773,0.017264525
"568","B","KX129256","AY247223",0.023069814,0.012067566,0.03513738
"569","B","KX129198","HQ218034",0.017301453,0.056887993,0.074189446
"570","B","AF025762","AY247220",0.02807018,0.018518507,0.046588687
"571","B","AY835769","AY835766",0.025317737,0.026288051,0.051605788
"572","B","AY751406","FJ647145",0.047601776,0.037023734,0.08462551
"573","B","FJ515874","L02317",0.001949444,5e-09,0.001949449
"574","B","FJ469728","AB221005",0.012171013,0.025708107,0.03787912
"575","B","HM368233","HM368230",0.004397423,0.00656854,0.010965963
"576","B","DQ410040","DQ410062",0.002369929,0.015011896,0.017381825
"577","B","AF256204","DQ313249",0.020152363,0.034879982,0.055032345
"578","B","KJ669749","KJ669778",0.009808696,0.008075092,0.017883788
"579","B","KJ670040","KJ670018",0.021732907,0.012601571,0.034334478
"580","B","KC595166","KC595178",0.035974253,0.029942349,0.065916602
"581","B","KJ669983","KJ669979",0.020050043,0.021903876,0.041953919
"582","B","JN562770","KC595182",0.036585507,0.037569465,0.074154972
"583","B","A04321","AF070521",0.000971982,0.027034904,0.028006886
"584","B","U12030","M15654",0.000982142,0.002894174,0.003876316
"585","B","HQ216702","AF025752",0.041168777,0.026541076,0.067709853
"586","B","KX156404","KX156419",0.002715035,0.001154044,0.003869079
"587","B","KX156392","KX156409",0.005745989,0.002991084,0.008737073
"588","B","KX156395","KX156394",0,0,0
"589","B","KX156393","KX156398",0.003698535,0.005972793,0.009671328
"590","B","KX156408","KX156411",0.007259312,0.009325723,0.016585035
"591","B","KX156417","KX156414",0.004445476,0.013401309,0.017846785
"592","B","KX156390","KX156405",0,0,0
"593","B","KX156400","KX156396",0,0,0
"594","B","KX156406","KX156403",0,0,0
"595","B","KX156415","KX156413",0.004837884,0.001922571,0.006760455
"596","B","KX156401","KX156410",0.007864879,0.006751371,0.01461625
"597","B","KR182310","KR182319",5e-09,0.00097273,0.000972735
"598","B","KR182321","KR182314",0.000985432,0.001945276,0.002930708
"599","B","KR182322","KR182309",0,0,0
"600","B","KR182320","KR182308",0.001950766,0.001951505,0.003902271
"601","B","KR182315","KR182316",0.003926497,0.004913917,0.008840414
"602","B","GU330247","AY037270",0.057841499,0.04530282,0.103144319
"603","B","KT124765","HQ377375",0.065967207,0.083557749,0.149524956
"604","B","EF593225","KC595157",0.075416544,0.048504187,0.123920731
"605","B","KJ849780","EU839608",0.068870633,0.049893582,0.118764215
"606","B","JQ403035","KT124774",0,0,0
"607","B","EF593232","JF320356",0.056348807,0.060155335,0.116504142
"608","B","KT124808","FJ469684",0.063752963,0.027871976,0.091624939
"609","B","KP693359","KP693364",0.010900143,0.013609925,0.024510068
"610","B","KR423648","KR423482",0.005729244,0.006392212,0.012121456
"611","B","KU143072","JF683807",0.042352895,0.075435755,0.11778865
"612","B","KX505504","KM355159",5e-09,0.000977275,0.00097728
"613","B","KX505460","KM354781",0.006155346,0.012104069,0.018259415
"614","B","JX140652","KC699039",0.047310384,0.07843562,0.125746004
"615","B","JF680906","JF680913",0.026321344,0.039784614,0.066105958
"616","B","JF680928","HM204589",0.087171084,0.059767712,0.146938796
"617","B","KT427721","KC473835",0.066051714,0.078087347,0.144139061
"618","B","EF593203","KM354092",0.059435394,0.069700888,0.129136282
"619","B","JN397363","JN397362",0.008806594,0.002886423,0.011693017
"620","B","HQ908184","AB588319",0.060145226,0.062559275,0.122704501
"621","B","AY308760","EF593195",5e-09,0.000972705,0.00097271
"622","B","JF320615","DQ676870",0.045385153,0.066310153,0.111695306
"623","B","HQ902001","JF683788",0.05042314,0.072560162,0.122983302
"624","B","GU191348","EF154719",0.052400533,0.047925674,0.100326207
"625","B","JF320592","GU455494",0.042650084,0.025614005,0.068264089
"626","B","HM204586","JF320038",0.071054005,0.051891531,0.122945536
"627","B","KX156464","KX156459",0.005822118,0.002920514,0.008742632
"628","B","KX156457","KX156463",0.003650017,0.002167211,0.005817228
"629","B","KX156461","KX156458",0.000963925,0.001929186,0.002893111
"630","B","KX129369","JF320361",0.026964984,0.050983998,0.077948982
"631","B","AY247219","AF025754",0.017241206,0.034466879,0.051708085
"632","B","DQ869025","FJ469743",0.054299499,0.048884646,0.103184145
"633","B","HQ595803","KT987011",0.058921643,0.086985147,0.14590679
"634","B","EF154779","KU168260",0.055183023,0.065811743,0.120994766
"635","B","AY835437","AY561236",0.046822369,0.066743685,0.113566054
"636","B","EF514709","EF178314",0.039285856,0.035507546,0.074793402
"637","B","JF506114","KU143213",0,0,0
"638","B","M26727","KT124812",0.042921367,0.047501854,0.090423221
"639","B","HM234480","HM234496",0.007905501,0.006105353,0.014010854
"640","B","KP171315","KX505649",0.005734353,0.003152797,0.00888715
"641","B","JN599164","AF112560",0.055151999,0.036104456,0.091256455
"642","B","KF384807","KP171472",0.068108674,0.010822299,0.078930973
"643","B","KP171279","JF689892",0.023110519,0.063785342,0.086895861
"644","B","KT427718","KU901757",0.059158128,0.07888132,0.138039448
"645","B","AY818644","HM234442",0.049649487,0.046792772,0.096442259
"646","B","JF910236","JX446817",0.048048941,0.079194615,0.127243556
"647","B","FJ469753","FJ653194",0.0657894,0.062427292,0.128216692
"648","B","FJ469730","EF593295",0.052154649,0.058128903,0.110283552
"649","B","EF593311","KX129474",0.018555469,0.028821015,0.047376484
"650","B","HQ217967","JF320017",0.044762786,0.074993324,0.11975611
"651","B","JF506116","KU143206",0,0,0
"652","B","AF041130","AF490512",0.038750214,0.024051442,0.062801656
"653","B","KX129314","KX129321",0.029251561,0.014838049,0.04408961
"654","B","KU143077","JF506112",0,0,0
"655","B","JF506163","KU143234",0,0,0
"656","B","FJ817365","KT124795",0.065452553,0.062725828,0.128178381
"657","B","JX500708","DQ207943",0.050820795,0.00992636,0.060747155
"658","B","KX129278","FJ653524",0.033949946,0.056869273,0.090819219
"659","B","KU143245","JF506101",0,0,0
"660","B","KC112999","KR914675",0.053071367,0.06354521,0.116616577
"661","B","KF726018","KP171267",0.054560826,0.051995793,0.106556619
"662","B","JF910228","HQ902002",0.022780478,0.029503079,0.052283557
"663","B","JF910200","JF910259",0.026546611,0.045603588,0.072150199
"664","B","JF683736","AF112550",0.041184166,0.058423177,0.099607343
"665","B","DQ401638","DQ401572",0.012820591,0.005215968,0.018036559
"666","B","JF680930","KU143218",0.026345544,0.036580753,0.062926297
"667","B","KC595163","JQ403025",0.043622643,0.044673984,0.088296627
"668","B","JX864025","KR423303",0,0,0
"669","B","KT124753","JF689860",0.046660158,0.051284717,0.097944875
"670","B","KR423527","HQ908139",0.00097454,0.000971551,0.001946091
"671","B","AJ634681","FJ469747",0.073524405,0.064098267,0.137622672
"672","B","JX422204","KY989951",0.015131689,0.02344082,0.038572509
"673","B","KR423796","GU331183",0,0,0
"674","B","KP109515","HQ595755",0.00097475,5e-09,0.000974755
"675","B","JF320308","JQ251015",0.018467475,0.004767754,0.023235229
"676","B","KU143089","JF506176",0,0,0
"677","B","JF680920","JF680937",0.056389167,0.034404813,0.09079398
"678","B","JF910234","JF910231",0.022585781,0.027527215,0.050112996
"679","B","EF593296","EF593220",0.025368224,0.037826374,0.063194598
"680","B","AB480696","KX129471",0.078585487,0.033965311,0.112550798
"681","B","AY669729","EF593316",0.038057892,0.051401475,0.089459367
"682","B","KX129213","KX129267",0.049826986,0.021243743,0.071070729
"683","B","AY331291","EF593319",0,0,0
"684","B","JQ403089","KY057570",0.049303035,0.052526334,0.101829369
"685","B","JQ403044","KU168258",0.046937547,0.048716532,0.095654079
"686","B","JQ403023","JF320315",0.070119351,0.05554355,0.125662901
"687","B","DQ296864","AY669724",0.059166769,0.037345956,0.096512725
"688","B","KU901831","JF680931",0.054127921,0.061992684,0.116120605
"689","B","JF506093","KU143186",0,0,0
"690","B","EF154761","JN562759",0.066728134,0.046749261,0.113477395
"691","B","KU143086","JF506139",0,0,0
"692","B","KX129334","KX129275",0.051250882,0.044370703,0.095621585
"693","B","JN024349","JN024459",0.005100655,0.008776978,0.013877633
"694","B","EF593253","JF689879",0.052235902,0.069469986,0.121705888
"695","B","AJ417417","KT878027",0.019347645,0.062156577,0.081504222
"696","B","KT878030","KT878036",0.057067947,0.075144982,0.132212929
"697","B","KT878025","KT878028",0.036597439,0.047218388,0.083815827
"698","B","KT878038","KT878022",0.036147415,0.031343465,0.06749088
"699","B","KT878024","AJ417414",0.062747334,0.023060698,0.085808032
"700","B","KJ140264","KJ140257",0.025521404,0.00940041,0.034921814
"701","B","KJ140261","JQ316128",0.044354359,0.038862911,0.08321727
"702","B","JQ316126","KY203351",0.049408158,0.024856933,0.074265091
"703","B","AJ417408","KY203347",0.028000851,0.006677533,0.034678384
"704","B","KX960972","KU896119",0.008480914,0.006378585,0.014859499
"705","B","KU896116","AJ417411",0.017557802,0.032509931,0.050067733
"706","B","KU869602","KU869582",0.035096696,0.01086608,0.045962776
"707","B","KU896124","KU896118",0.019802448,0.015689411,0.035491859
"708","B","KX960962","KU896122",0.01185141,0.010111198,0.021962608
"709","B","KU869604","KU869585",0.008825369,0.017012984,0.025838353
"710","B","KU869532","KJ140250",0.013087877,0.006994836,0.020082713
"711","B","KX960969","KX960966",0.005880717,0.010102022,0.015982739
"712","B","DQ295196","DQ339442",0.022555261,0.034972394,0.057527655
"713","B","KJ140267","KU896101",0.014860071,0.03050917,0.045369241
"714","B","KU869580","KU869597",0.002119207,0.019279612,0.021398819
"715","B","KJ140266","KX960964",0.034555621,0.022778482,0.057334103
"716","B","JQ316129","JQ341411",0.035433697,0.061618878,0.097052575
"717","B","DQ339425","KJ140255",0.054138031,0.042697512,0.096835543
"718","B","KJ140248","KF561443",0.021804101,0.009047188,0.030851289
"719","B","KY203343","JQ429433",0.013493022,0.010301514,0.023794536
"720","B","KJ140259","KJ140251",0.019632912,0.022087218,0.04172013
"721","B","DQ295195","JQ316134",0.049762842,0.021215265,0.070978107
"722","B","KT878033","KT878034",0,0,0
"723","B","DQ354119","KJ849785",0.046431018,0.081384271,0.127815289
"724","B","JF506102","KU143120",0,0,0
"725","B","KU143129","JF506097",0.004488437,0.004426668,0.008915105
"726","B","KT427819","KX181899",0.059250567,0.067491148,0.126741715
"727","B","KT427768","KJ849825",0.033966828,0.03541924,0.069386068
"728","B","KT427671","KT124761",0.05647769,0.064049541,0.120527231
"729","B","KT427866","KX181915",0.064620189,0.060716782,0.125336971
"730","B","KT427747","KT427728",0.05881551,0.06250538,0.12132089
"731","B","DQ178989","KT427769",0.044025437,0.070570002,0.114595439
"732","B","KT427788","DQ358808",0.063100892,0.04358077,0.106681662
"733","B","KT124807","KY465969",0.047704478,0.073968699,0.121673177
"734","B","KY968403","HQ217418",0.054905001,0.043894673,0.098799674
"735","B","KT427764","KX181914",0.060753569,0.073399653,0.134153222
"736","B","KT427751","KX181913",0.064332245,0.084543346,0.148875591
"737","B","KJ849803","KU143187",0.055210557,0.037919943,0.0931305
"738","B","KT427693","KT427692",0.004913038,0.023486963,0.028400001
"739","B","KT427701","KT427745",0.023164106,0.014330846,0.037494952
"740","B","KT427729","KT427869",0.010277342,0.017588226,0.027865568
"741","B","KT427850","KT427696",0.028963791,0.032365298,0.061329089
"742","B","JN692476","JN692460",0.008235002,0.020594883,0.028829885
"743","B","KT427676","KT427740",0.066506568,0.067419292,0.13392586
"744","B","DQ383752","DQ358805",0.050331077,0.074115882,0.124446959
"745","B","KT427781","KT427804",0.0606659,0.071722651,0.132388551
"746","B","KX181902","KX181901",0.034746383,0.02722361,0.061969993
"747","B","KT427685","KT427689",0.013848677,0.011178483,0.02502716
"748","B","JF680911","KT427724",0.07340692,0.079745999,0.153152919
"749","B","KY989956","KJ849805",0.100906901,0.060445356,0.161352257
"750","B","KF725915","KT427719",0.057839034,0.105900663,0.163739697
"751","B","KT427727","KT427730",0.043393177,0.048497258,0.091890435
"752","B","JQ403042","KT427853",0.044260223,0.064165831,0.108426054
"753","B","KT427704","KT427738",0.061561409,0.078613272,0.140174681
"754","B","KJ849767","KT427733",0.058655704,0.075251398,0.133907102
"755","B","KT427700","KT427708",0.043386071,0.070325024,0.113711095
"756","B","JF506155","KU143166",0,0,0
"757","B","KX129230","JF320197",0.054041406,0.061172705,0.115214111
"758","B","KJ849808","KT427667",0.061805901,0.088288449,0.15009435
"759","B","KT878040","KT878021",0,0,0
"760","B","KY658685","JN692475",0.074032711,0.060873994,0.134906705
"761","B","HQ215556","HQ215554",0.068291813,0.068297613,0.136589426
"762","B","KM218210","KP109511",0.018436455,0.053909271,0.072345726
"763","B","HM215382","HM215370",0.028096919,0.025386567,0.053483486
"764","B","KM218184","HM215384",0.031302434,0.023511161,0.054813595
"765","B","HM215365","KM218159",0.03701149,0.033581425,0.070592915
"766","B","EF514708","KT427770",0.049345527,0.05471835,0.104063877
"767","B","KX156536","KX156527",0.00785082,0.001876804,0.009727624
"768","B","KX156529","KX156541",0.002888492,0.006815104,0.009703596
"769","B","KX156532","KX156535",0.007860724,0.002868439,0.010729163
"770","B","KX156526","KX156531",0.002896069,0.002899264,0.005795333
"771","B","KX156530","KX156540",0,0,0
"772","B","KX156534","KX156539",0.00573527,0.002065662,0.007800932
"773","B","FJ195090","KJ849811",0.02134658,0.040709478,0.062056058
"774","B","KT427784","KX181908",0.029732804,0.033406984,0.063139788
"775","B","JF506124","KU143115",0,0,0
"776","B","FJ195089","JN692431",0.012859455,0.009560444,0.022419899
"777","B","JX422199","KT427687",0.069457429,0.05706049,0.126517919
"778","B","KX181897","JF896844",0.063052476,0.055245232,0.118297708
"779","B","EF643652","EU023923",0.009977949,0.017446027,0.027423976
"780","B","KT427715","KT427694",0.060571528,0.015472853,0.076044381
"781","B","KT427872","KT427744",0.034358994,0.039549943,0.073908937
"782","B","JN692439","JN687739",0.076295136,0.04405159,0.120346726
"783","B","KR868869","KC699031",0.049613403,0.069138484,0.118751887
"784","B","JN692457","JQ403081",0.054554634,0.067322004,0.121876638
"785","B","GQ372988","AB480698",0.067179615,0.050837659,0.118017274
"786","B","EF154726","EF637054",0.044817103,0.059730366,0.104547469
"787","B","KC699023","JF320179",0.07170145,0.059445561,0.131147011
"788","B","JX140658","KT427673",0.076270332,0.071537535,0.147807867
"789","B","KC699028","KT427682",0.055328319,0.083193502,0.138521821
"790","B","JN692468","KT427794",0.002402055,0.029050274,0.031452329
"791","B","KT427712","KT427669",0.073033684,0.047228687,0.120262371
"792","B","KU143162","KF725981",0.025092313,0.032347241,0.057439554
"793","B","KT427737","KT427711",0.065990425,0.061479256,0.127469681
"794","B","JN692450","EF637056",0.060844199,0.069274832,0.130119031
"795","B","JN692436","EF637049",0.043783555,0.005440795,0.04922435
"796","B","KX181896","KX181909",0.088041874,0.08753995,0.175581824
"797","B","AY037269","JN692453",0.064232989,0.054734094,0.118967083
"798","B","KT427720","JN692473",0.06256497,0.051323989,0.113888959
"799","B","EF154777","EF154736",0.063212358,0.074897832,0.13811019
"800","B","JN692451","KT427732",0.068560356,0.089187926,0.157748282
"801","B","JQ403046","EF593223",0.049288101,0.06772909,0.117017191
"802","B","HM204638","JN692471",0.063781716,0.044094629,0.107876345
"803","B","KY658683","KT427827",0.067052258,0.063116528,0.130168786
"804","B","HQ377435","KX129636",0.06884513,0.047981827,0.116826957
"805","B","HQ217393","JF320564",0.064033572,0.10519109,0.169224662
"806","B","KU901807","KM081850",0.075030339,0.058713101,0.13374344
"807","B","KX792557","KX792565",0.012309248,0.005586106,0.017895354
"808","B","EF593299","KT427775",0.044822862,0.056954716,0.101777578
"809","B","KX792587","EU839598",0.063957402,0.088902455,0.152859857
"810","B","KT427808","EF637047",0.051992056,0.054836426,0.106828482
"811","B","KY968401","DQ383750",0.03570433,0.034937786,0.070642116
"812","B","JF506121","KU143231",0,0,0
"813","B","KU143249","JF506103",5e-09,5e-09,1e-08
"814","B","AY423381","HM204636",0.027027124,0.051908327,0.078935451
"815","B","JN692432","JF320530",0.085205919,0.044976605,0.130182524
"816","B","KT427717","KT427796",0.084962702,0.084823718,0.16978642
"817","B","JN235958","KX129529",0.054882632,0.082941207,0.137823839
"818","B","KY766210","KY766175",0,0,0
"819","B","KY766195","KY766183",0,0,0
"820","B","KY766163","KY766150",0,0,0
"821","B","KY766172","KY766158",0,0,0
"822","B","KY766167","KY766165",0,0,0
"823","B","KY766173","KY766182",0,0,0
"824","B","KY766177","KY766159",0,0,0
"825","B","KY766166","KY766160",0,0,0
"826","B","KY766178","KY766155",0,0,0
"827","B","KY766162","KY766181",0,0,0
"828","B","KY766169","KY766174",0,0,0
"829","B","KY766207","KY766152",0,0,0
"830","B","KX027854","KX016819",0.007024439,0.016117521,0.02314196
"831","B","FJ388916","AY612855",0.046616696,0.051473258,0.098089954
"832","B","KX129288","EF531338",0.026560324,0.064007958,0.090568282
"833","B","EF637050","KT427831",0.025426033,0.008334452,0.033760485
